transaction_id,branch,client_id,client_name,transaction_date,amount,currency,narrative
TXN00014,Kisumu,CL357,Client_14,2023-05-21,262510.87,KES,Customer refused to provide source of funds documentation.
TXN01316,Eldoret,CL166,Client_1316,2023-12-04,215715.27,KES,Incoming payment from verified business partner; documentation reviewed.
TXN01473,Nairobi_Main,CL215,Client_1473,2024-05-25,491977.36,KES,Domestic transfer to supplier with matching invoice and contract.
TXN01988,Nairobi_Main,CL491,Client_1988,2024-11-15,775547.73,KES,Customer activity consistent with historical pattern over last 12 months.
TXN00040,Westlands,CL755,Client_40,2024-06-04,620203.46,KES,Salary deposit verified with updated KYC; payslips on file.
TXN01343,Nairobi_Main,CL219,Client_1343,2022-06-19,2176534.2,KES,Frequent transfers to M-Pesa agents; smurfing suspected.
TXN00742,Mombasa,CL794,Client_742,2022-11-02,220641.86,KES,Salary deposit verified with updated KYC; payslips on file.
TXN00226,Eldoret,CL120,Client_226,2022-01-19,1158070.04,KES,Domestic transfer to supplier with matching invoice and contract.
TXN00320,Mombasa,CL907,Client_320,2023-10-03,1306511.61,KES,Large transfer to foreign account in China without updated KYC.
TXN02168,Westlands,CL788,Client_2168,2023-07-19,224065.9,KES,Salary deposit verified with updated KYC; payslips on file.
TXN01182,Kisumu,CL535,Client_1182,2024-02-12,1431740.79,KES,Customer activity consistent with historical pattern over last 12 months.
TXN02874,Nairobi_Main,CL506,Client_2874,2024-12-09,358888.7,KES,Salary deposit verified with updated KYC; payslips on file.
TXN01648,Westlands,CL904,Client_1648,2023-02-21,1077345.82,KES,Customer activity consistent with historical pattern over last 12 months.
TXN01737,Nairobi_Main,CL133,Client_1737,2023-11-24,569028.51,KES,Dormant account reactivated with high-value transfers to Cyprus.
TXN01154,Eldoret,CL938,Client_1154,2022-04-22,214022.65,KES,Customer activity consistent with historical pattern over last 12 months.
TXN01369,Nairobi_Main,CL486,Client_1369,2023-04-01,985639.53,KES,Multiple cash deposits just below reporting threshold over 3 days.
TXN02323,Nairobi_Main,CL233,Client_2323,2022-01-22,2217731.93,KES,Dormant account reactivated with high-value transfers to Uganda.
TXN01436,Mombasa,CL510,Client_1436,2023-07-11,658556.74,KES,Domestic transfer to supplier with matching invoice and contract.
TXN02912,Mombasa,CL193,Client_2912,2024-01-02,2028096.56,KES,Customer refused to provide source of funds documentation.
TXN02533,Mombasa,CL253,Client_2533,2024-02-27,797198.39,KES,Salary deposit verified with updated KYC; payslips on file.
TXN00921,Eldoret,CL546,Client_921,2024-05-14,1145718.17,KES,Domestic transfer to supplier with matching invoice and contract.
TXN00901,Nairobi_Main,CL812,Client_901,2024-08-19,699465.2,KES,Customer activity consistent with historical pattern over last 12 months.
TXN00613,Nairobi_Main,CL526,Client_613,2023-01-01,1889781.48,KES,Dormant account reactivated with high-value transfers to Somalia.
TXN02798,Nairobi_Main,CL973,Client_2798,2023-08-20,294407.5,KES,Customer refused to provide source of funds documentation.
TXN02705,Kisumu,CL308,Client_2705,2024-04-26,643396.22,KES,Customer activity consistent with historical pattern over last 12 months.
TXN00621,Kisumu,CL365,Client_621,2024-12-12,310726.34,KES,Domestic transfer to supplier with matching invoice and contract.
TXN02049,Kisumu,CL780,Client_2049,2022-03-09,429541.53,KES,Salary deposit verified with updated KYC; payslips on file.
TXN02878,Eldoret,CL181,Client_2878,2024-08-08,338593.08,KES,Domestic transfer to supplier with matching invoice and contract.
TXN01809,Kisumu,CL230,Client_1809,2024-04-03,178646.9,KES,Customer activity consistent with historical pattern over last 12 months.
TXN01698,Nairobi_Main,CL632,Client_1698,2022-07-18,336239.34,KES,Domestic transfer to supplier with matching invoice and contract.
TXN01243,Nairobi_Main,CL465,Client_1243,2023-10-25,870207.68,KES,Large transfer to foreign account in Uganda without updated KYC.
TXN00071,Mombasa,CL599,Client_71,2023-11-02,2033473.65,KES,Multiple cash deposits just below reporting threshold over 3 days.
TXN00732,Nairobi_Main,CL680,Client_732,2024-01-06,272430.57,KES,Customer activity consistent with historical pattern over last 12 months.
TXN02180,Eldoret,CL957,Client_2180,2024-02-09,1477881.0,KES,Large transfer to foreign account in Hong Kong without updated KYC.
TXN00105,Nairobi_Main,CL112,Client_105,2022-10-09,482675.57,KES,Domestic transfer to supplier with matching invoice and contract.
TXN00456,Kisumu,CL789,Client_456,2024-11-11,719573.86,KES,Frequent transfers to M-Pesa agents; smurfing suspected.
TXN01678,Westlands,CL132,Client_1678,2024-08-27,5775783.33,KES,Customer refused to provide source of funds documentation.
TXN01231,Nairobi_Main,CL721,Client_1231,2022-07-25,365768.45,KES,Customer activity consistent with historical pattern over last 12 months.
TXN02370,Eldoret,CL448,Client_2370,2023-11-10,1283457.46,KES,Domestic transfer to supplier with matching invoice and contract.
TXN00680,Mombasa,CL490,Client_680,2024-06-10,1315975.23,KES,Domestic transfer to supplier with matching invoice and contract.
TXN00174,Westlands,CL439,Client_174,2022-06-09,1996760.7,KES,Third-party deposits followed by immediate outward remittances.
TXN00988,Westlands,CL266,Client_988,2024-03-06,998643.97,KES,Customer activity consistent with historical pattern over last 12 months.
TXN01751,Eldoret,CL146,Client_1751,2022-01-31,81449.41,KES,Salary deposit verified with updated KYC; payslips on file.
TXN00296,Kisumu,CL472,Client_296,2022-04-22,332688.96,KES,Incoming payment from verified business partner; documentation reviewed.
TXN00753,Nairobi_Main,CL910,Client_753,2024-02-10,272907.65,KES,Salary deposit verified with updated KYC; payslips on file.
TXN01076,Mombasa,CL149,Client_1076,2023-09-17,382456.57,KES,Domestic transfer to supplier with matching invoice and contract.
TXN02415,Nairobi_Main,CL321,Client_2415,2023-01-06,1101697.83,KES,Domestic transfer to supplier with matching invoice and contract.
TXN01344,Westlands,CL123,Client_1344,2024-09-09,1243514.74,KES,Salary deposit verified with updated KYC; payslips on file.
TXN02200,Mombasa,CL945,Client_2200,2022-03-25,2278630.26,KES,Rapid withdrawals inconsistent with customer profile; STR recommended.
TXN01691,Eldoret,CL571,Client_1691,2022-04-22,814789.98,KES,Salary deposit verified with updated KYC; payslips on file.
TXN01027,Mombasa,CL232,Client_1027,2022-12-21,1519973.0,KES,Rapid withdrawals inconsistent with customer profile; STR recommended.
TXN02510,Westlands,CL220,Client_2510,2023-08-20,214117.33,KES,Domestic transfer to supplier with matching invoice and contract.
TXN02610,Mombasa,CL281,Client_2610,2022-03-08,1319037.06,KES,Customer activity consistent with historical pattern over last 12 months.
TXN00817,Kisumu,CL872,Client_817,2022-10-29,1867937.13,KES,Third-party deposits followed by immediate outward remittances.
TXN01127,Nairobi_Main,CL809,Client_1127,2024-12-27,667867.33,KES,FX purchase supported by trade documents and tax compliance certificate.
TXN01867,Mombasa,CL195,Client_1867,2023-04-01,3720213.38,KES,Dormant account reactivated with high-value transfers to Tanzania.
TXN02350,Mombasa,CL420,Client_2350,2023-01-25,410688.85,KES,FX purchase supported by trade documents and tax compliance certificate.
TXN00099,Mombasa,CL618,Client_99,2023-08-10,542302.6,KES,Incoming payment from verified business partner; documentation reviewed.
TXN01840,Mombasa,CL643,Client_1840,2023-01-04,1217968.46,KES,Customer refused to provide source of funds documentation.
TXN00898,Kisumu,CL706,Client_898,2022-06-23,598809.97,KES,Customer activity consistent with historical pattern over last 12 months.
TXN02122,Kisumu,CL334,Client_2122,2022-06-22,935861.71,KES,Incoming payment from verified business partner; documentation reviewed.
TXN01989,Kisumu,CL532,Client_1989,2024-03-31,824610.61,KES,Rapid withdrawals inconsistent with customer profile; STR recommended.
TXN01932,Westlands,CL678,Client_1932,2023-10-09,765044.63,KES,Domestic transfer to supplier with matching invoice and contract.
TXN02609,Nairobi_Main,CL912,Client_2609,2022-11-08,1012513.43,KES,Salary deposit verified with updated KYC; payslips on file.
TXN01071,Mombasa,CL584,Client_1071,2022-03-08,522905.27,KES,FX purchase supported by trade documents and tax compliance certificate.
TXN02183,Kisumu,CL762,Client_2183,2024-06-20,1248742.35,KES,Large transfer to foreign account in Uganda without updated KYC.
TXN00964,Kisumu,CL340,Client_964,2024-08-22,2780394.5,KES,Large transfer to foreign account in Dubai without updated KYC.
TXN00933,Westlands,CL384,Client_933,2022-10-24,399028.25,KES,Frequent transfers to M-Pesa agents; smurfing suspected.
TXN02082,Eldoret,CL615,Client_2082,2024-06-20,823109.67,KES,Salary deposit verified with updated KYC; payslips on file.
TXN02135,Eldoret,CL550,Client_2135,2022-10-03,421751.48,KES,Customer activity consistent with historical pattern over last 12 months.
TXN01448,Kisumu,CL308,Client_1448,2024-03-20,2489836.53,KES,Frequent transfers to M-Pesa agents; smurfing suspected.
TXN01559,Westlands,CL328,Client_1559,2024-07-20,1536291.57,KES,Salary deposit verified with updated KYC; payslips on file.
TXN02278,Eldoret,CL425,Client_2278,2022-04-27,241794.67,KES,Salary deposit verified with updated KYC; payslips on file.
TXN00168,Kisumu,CL430,Client_168,2022-10-07,2038561.74,KES,Incoming payment from verified business partner; documentation reviewed.
TXN00836,Westlands,CL129,Client_836,2022-09-02,636634.07,KES,Incoming payment from verified business partner; documentation reviewed.
TXN00868,Nairobi_Main,CL577,Client_868,2022-08-14,682910.95,KES,Incoming payment from verified business partner; documentation reviewed.
TXN02890,Westlands,CL291,Client_2890,2022-06-03,706509.76,KES,Domestic transfer to supplier with matching invoice and contract.
TXN01216,Eldoret,CL436,Client_1216,2024-10-02,1294220.9,KES,Incoming payment from verified business partner; documentation reviewed.
TXN02781,Kisumu,CL977,Client_2781,2022-12-30,3227006.12,KES,Frequent transfers to M-Pesa agents; smurfing suspected.
TXN00342,Kisumu,CL138,Client_342,2022-06-29,1829070.53,KES,Large transfer to foreign account in Mauritius without updated KYC.
TXN02685,Westlands,CL289,Client_2685,2022-08-01,683198.43,KES,Incoming payment from verified business partner; documentation reviewed.
TXN02684,Nairobi_Main,CL370,Client_2684,2022-11-22,2838208.59,KES,Multiple cash deposits just below reporting threshold over 3 days.
TXN02016,Nairobi_Main,CL492,Client_2016,2024-05-06,471805.31,KES,Incoming payment from verified business partner; documentation reviewed.
TXN02871,Westlands,CL843,Client_2871,2024-04-05,827714.05,KES,Rapid withdrawals inconsistent with customer profile; STR recommended.
TXN00947,Mombasa,CL994,Client_947,2022-10-01,185745.43,KES,Domestic transfer to supplier with matching invoice and contract.
TXN02653,Westlands,CL846,Client_2653,2022-12-02,772629.15,KES,Salary deposit verified with updated KYC; payslips on file.
TXN02042,Eldoret,CL112,Client_2042,2023-06-16,1016266.12,KES,Round-dollar transfers to high-risk jurisdiction; purpose unclear.
TXN01976,Eldoret,CL877,Client_1976,2024-02-25,411694.6,KES,Domestic transfer to supplier with matching invoice and contract.
TXN01615,Nairobi_Main,CL502,Client_1615,2023-09-04,1248643.2,KES,Frequent transfers to M-Pesa agents; smurfing suspected.
TXN00810,Westlands,CL959,Client_810,2022-11-11,656615.2,KES,Customer refused to provide source of funds documentation.
TXN02358,Nairobi_Main,CL609,Client_2358,2024-03-14,597417.77,KES,Customer activity consistent with historical pattern over last 12 months.
TXN01044,Westlands,CL871,Client_1044,2024-12-20,1418828.91,KES,Customer refused to provide source of funds documentation.
TXN00422,Eldoret,CL104,Client_422,2023-06-19,7129892.81,KES,Round-dollar transfers to high-risk jurisdiction; purpose unclear.
TXN02101,Kisumu,CL576,Client_2101,2024-07-13,703263.32,KES,Customer activity consistent with historical pattern over last 12 months.
TXN00723,Kisumu,CL282,Client_723,2024-06-21,436539.05,KES,Frequent transfers to M-Pesa agents; smurfing suspected.
TXN00669,Kisumu,CL668,Client_669,2022-07-19,84484.31,KES,Domestic transfer to supplier with matching invoice and contract.
TXN01580,Kisumu,CL958,Client_1580,2023-03-02,708406.11,KES,Multiple cash deposits just below reporting threshold over 3 days.
TXN02847,Nairobi_Main,CL671,Client_2847,2024-08-26,357822.82,KES,Incoming payment from verified business partner; documentation reviewed.
TXN01636,Westlands,CL373,Client_1636,2022-02-28,407357.34,KES,FX purchase supported by trade documents and tax compliance certificate.
TXN00959,Nairobi_Main,CL397,Client_959,2023-06-21,805192.85,KES,FX purchase supported by trade documents and tax compliance certificate.
TXN02483,Nairobi_Main,CL337,Client_2483,2023-02-19,8826453.22,KES,Dormant account reactivated with high-value transfers to Mauritius.
TXN02960,Kisumu,CL481,Client_2960,2023-04-16,249096.22,KES,Salary deposit verified with updated KYC; payslips on file.
TXN01695,Westlands,CL675,Client_1695,2024-10-11,590346.96,KES,Domestic transfer to supplier with matching invoice and contract.
TXN00056,Eldoret,CL131,Client_56,2023-03-28,1037055.58,KES,Salary deposit verified with updated KYC; payslips on file.
TXN02156,Nairobi_Main,CL303,Client_2156,2023-12-26,843465.88,KES,Large transfer to foreign account in Somalia without updated KYC.
TXN00386,Nairobi_Main,CL349,Client_386,2022-03-30,600354.53,KES,FX purchase supported by trade documents and tax compliance certificate.
TXN01874,Mombasa,CL731,Client_1874,2024-08-27,932628.64,KES,Salary deposit verified with updated KYC; payslips on file.
TXN02977,Kisumu,CL591,Client_2977,2024-08-08,1308765.23,KES,Customer activity consistent with historical pattern over last 12 months.
TXN00656,Kisumu,CL937,Client_656,2023-02-10,563235.38,KES,Incoming payment from verified business partner; documentation reviewed.
TXN02441,Kisumu,CL467,Client_2441,2024-08-13,7093046.63,KES,Rapid withdrawals inconsistent with customer profile; STR recommended.
TXN01566,Westlands,CL685,Client_1566,2024-05-30,1140303.71,KES,Round-dollar transfers to high-risk jurisdiction; purpose unclear.
TXN02973,Westlands,CL525,Client_2973,2023-06-22,207353.32,KES,Domestic transfer to supplier with matching invoice and contract.
TXN01161,Mombasa,CL310,Client_1161,2024-03-30,93940.42,KES,Salary deposit verified with updated KYC; payslips on file.
TXN00589,Kisumu,CL503,Client_589,2024-12-11,3101207.89,KES,Multiple cash deposits just below reporting threshold over 3 days.
TXN00127,Eldoret,CL522,Client_127,2024-02-02,270120.81,KES,Salary deposit verified with updated KYC; payslips on file.
TXN01176,Eldoret,CL600,Client_1176,2023-03-05,443976.74,KES,Incoming payment from verified business partner; documentation reviewed.
TXN01861,Westlands,CL937,Client_1861,2023-07-07,491876.96,KES,Salary deposit verified with updated KYC; payslips on file.
TXN01717,Mombasa,CL795,Client_1717,2024-09-02,681728.14,KES,Domestic transfer to supplier with matching invoice and contract.
TXN02060,Eldoret,CL109,Client_2060,2024-05-30,618784.86,KES,Incoming payment from verified business partner; documentation reviewed.
TXN00301,Nairobi_Main,CL360,Client_301,2023-02-06,696556.71,KES,Multiple cash deposits just below reporting threshold over 3 days.
TXN02047,Kisumu,CL723,Client_2047,2022-09-02,540443.27,KES,Customer activity consistent with historical pattern over last 12 months.
TXN02165,Eldoret,CL298,Client_2165,2023-05-25,1633733.56,KES,Salary deposit verified with updated KYC; payslips on file.
TXN01122,Nairobi_Main,CL300,Client_1122,2024-03-22,1240371.16,KES,Customer activity consistent with historical pattern over last 12 months.
TXN01304,Eldoret,CL802,Client_1304,2024-08-31,318372.83,KES,Domestic transfer to supplier with matching invoice and contract.
TXN02401,Eldoret,CL427,Client_2401,2023-10-24,326042.73,KES,Incoming payment from verified business partner; documentation reviewed.
TXN01276,Mombasa,CL679,Client_1276,2022-11-29,596719.15,KES,Incoming payment from verified business partner; documentation reviewed.
TXN00678,Eldoret,CL940,Client_678,2024-01-06,7110217.55,KES,Dormant account reactivated with high-value transfers to Dubai.
TXN02887,Kisumu,CL154,Client_2887,2023-04-30,373856.2,KES,Domestic transfer to supplier with matching invoice and contract.
TXN01257,Mombasa,CL763,Client_1257,2023-08-14,1742446.42,KES,Domestic transfer to supplier with matching invoice and contract.
TXN01668,Westlands,CL142,Client_1668,2024-12-01,932572.87,KES,Multiple cash deposits just below reporting threshold over 3 days.
TXN00835,Nairobi_Main,CL769,Client_835,2023-08-13,1423719.83,KES,Rapid withdrawals inconsistent with customer profile; STR recommended.
TXN02877,Westlands,CL453,Client_2877,2024-04-01,280532.69,KES,Incoming payment from verified business partner; documentation reviewed.
TXN01382,Eldoret,CL848,Client_1382,2022-10-07,384024.65,KES,Incoming payment from verified business partner; documentation reviewed.
TXN01078,Eldoret,CL457,Client_1078,2022-05-19,400440.07,KES,Incoming payment from verified business partner; documentation reviewed.
TXN00429,Eldoret,CL648,Client_429,2022-01-20,3807875.72,KES,Customer refused to provide source of funds documentation.
TXN02803,Nairobi_Main,CL721,Client_2803,2023-02-11,2012362.62,KES,Multiple cash deposits just below reporting threshold over 3 days.
TXN02550,Kisumu,CL270,Client_2550,2024-12-02,9622344.42,KES,Customer refused to provide source of funds documentation.
TXN01079,Mombasa,CL686,Client_1079,2023-09-27,1544995.96,KES,Customer activity consistent with historical pattern over last 12 months.
TXN02184,Mombasa,CL785,Client_2184,2022-02-22,5053358.49,KES,Rapid withdrawals inconsistent with customer profile; STR recommended.
TXN00746,Mombasa,CL725,Client_746,2022-12-16,325129.66,KES,Salary deposit verified with updated KYC; payslips on file.
TXN00720,Mombasa,CL776,Client_720,2022-06-05,1395479.91,KES,Dormant account reactivated with high-value transfers to Uganda.
TXN01057,Nairobi_Main,CL128,Client_1057,2023-06-14,1435467.78,KES,Dormant account reactivated with high-value transfers to Uganda.
TXN01971,Nairobi_Main,CL264,Client_1971,2023-10-16,2506006.6,KES,Round-dollar transfers to high-risk jurisdiction; purpose unclear.
TXN02459,Eldoret,CL735,Client_2459,2023-12-20,2302984.85,KES,Large transfer to foreign account in Uganda without updated KYC.
TXN01856,Westlands,CL482,Client_1856,2023-11-10,803266.49,KES,Customer refused to provide source of funds documentation.
TXN01865,Nairobi_Main,CL409,Client_1865,2023-07-16,1346525.56,KES,Domestic transfer to supplier with matching invoice and contract.
TXN00758,Eldoret,CL190,Client_758,2023-09-09,615004.76,KES,Incoming payment from verified business partner; documentation reviewed.
TXN01606,Mombasa,CL798,Client_1606,2024-06-10,277248.63,KES,Customer activity consistent with historical pattern over last 12 months.
TXN01683,Kisumu,CL680,Client_1683,2024-08-02,287049.14,KES,Incoming payment from verified business partner; documentation reviewed.
TXN01501,Kisumu,CL128,Client_1501,2023-05-06,931780.69,KES,Domestic transfer to supplier with matching invoice and contract.
TXN02006,Eldoret,CL460,Client_2006,2024-06-02,627378.68,KES,Salary deposit verified with updated KYC; payslips on file.
TXN02863,Nairobi_Main,CL156,Client_2863,2022-08-28,249794.91,KES,FX purchase supported by trade documents and tax compliance certificate.
TXN01622,Westlands,CL697,Client_1622,2024-08-01,402540.03,KES,Rapid withdrawals inconsistent with customer profile; STR recommended.
TXN02117,Westlands,CL223,Client_2117,2024-09-28,460459.44,KES,Customer activity consistent with historical pattern over last 12 months.
TXN00974,Nairobi_Main,CL581,Client_974,2023-06-17,816382.62,KES,Frequent transfers to M-Pesa agents; smurfing suspected.
TXN02252,Nairobi_Main,CL568,Client_2252,2023-01-16,1556279.28,KES,Customer activity consistent with historical pattern over last 12 months.
TXN02206,Kisumu,CL541,Client_2206,2024-01-29,752144.99,KES,Domestic transfer to supplier with matching invoice and contract.
TXN01407,Eldoret,CL113,Client_1407,2023-04-30,408550.33,KES,Third-party deposits followed by immediate outward remittances.
TXN02229,Westlands,CL101,Client_2229,2024-12-19,146301.09,KES,Salary deposit verified with updated KYC; payslips on file.
TXN00480,Westlands,CL832,Client_480,2024-03-09,1183163.61,KES,Domestic transfer to supplier with matching invoice and contract.
TXN02567,Nairobi_Main,CL718,Client_2567,2024-04-24,599448.98,KES,Round-dollar transfers to high-risk jurisdiction; purpose unclear.
TXN01095,Nairobi_Main,CL830,Client_1095,2022-04-30,902431.49,KES,Incoming payment from verified business partner; documentation reviewed.
TXN00533,Nairobi_Main,CL630,Client_533,2022-10-04,515939.17,KES,Salary deposit verified with updated KYC; payslips on file.
TXN01245,Nairobi_Main,CL773,Client_1245,2023-07-25,343006.86,KES,Salary deposit verified with updated KYC; payslips on file.
TXN02405,Mombasa,CL107,Client_2405,2023-12-17,6623317.14,KES,Third-party deposits followed by immediate outward remittances.
TXN02433,Westlands,CL340,Client_2433,2024-07-06,531529.24,KES,Salary deposit verified with updated KYC; payslips on file.
